master id,description,vampire inability,upgradable,max level,thumbnail,target type,cool time,action type,animate name,ai type,ex type,ai ex type,fun data,level,effect style,attack roate,passive,other skill,relation skill,start effect,special,buff,atk disable,melee dist,effect play,base effect,other effect,extend effect,damage style,damage effect,sound effect,atk info,note,"[""unit_mdl_fairy.dat""]",[],0,1,100,110,50,100,0,0,"[0,0,0]",[],[],[],6,"[[2001, 1, 4]]",[],[],0,0,"[0,0,0]",[],1,"[[1, 0, 1, 0.4], [2, 0, 1, 0.4], [3, 3, 3, 0.5], [4, 0, 1, 0.4], [5, 0, 1, 0.4], [6, 3, 3, 0.4], [7, 0, 1, 0.5], [8, 0, 1, 0.6], [9, 0, 1, 0.7], [10, 0, 1, 0.7]]"
1614,경계태세,0,1,3,"[0, 1, 5]",3,4,3,BUFF,BF,BF,"[[3,""RIFT_CHIL""]]",[],"[[""TN"",1],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 21, 1, 100, 3, 0, 200]]",0,0,[],[],[],[],0,[],"[[""BUFF_START"", 150, ""SE_MON_Harpy_Light_Skill_03.ogg""]]",[],0,"[""unit_mdl_bird_hr.dat""]",[],0,1,100,85,70,100,2,0,"[3,4,2]",[],[],[],6,"[[3005, 2, 3]]","[[""DASH_1"", [-0.1193, -0.4328, -0.6846, -0.7793, -0.9998, -0.0282, 10.0645]]]",[],2.5,2.5,"[0,0,0]",[],1,"[[1, 0, 2, 0.4], [2, 0, 2, 0.5], [3, 3, 2, 0.6], [4, 0, 2, 0.4], [5, 0, 2, 0.5], [6, 3, 3, 0.5], [7, 0, 2, 0.5], [8, 0, 2, 0.6], [9, 0, 1, 0.7], [10, 0, 1, 0.7]]"
1615,죽음의 표식,0,1,6,"[0, 3, 8]",4,4,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 8.2]]","[[""AT"",10],[""AT"",10],[""AT"",10],[""TN"",1],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 3, 1, 100, 2], [0, 30, 1, 100, 2]]",0,0,"[0, 1, 1, 2, 1, 1, 0]","[1.0, 1, 0, 1, ""eft_skill_hunt_bear_projectile.peft"", ""eft_skill_death_mark_projectile.png""]",[],[],11,"[2.0, 1.0, 0, 0, ""eft_skill_hunt_mouse.peft"", ""eft_skill_hunt_mouse_dark.png""]","[[""RANGE_START"", 200, ""SE_MON_Harpy_Attack_02.ogg""]]",[],0,"[""unit_mdl_wolf.dat""]",[],0,1,110,95,100,100,2,0,"[3,0,3]",[],[],[],6,"[[3001, 1, 3]]","[[""DASH_1"", [0.0000, -0.1726, -0.5031, -0.6362, -0.2165, 5.6861, 16.1226, 18.0540, 18.4232, 18.6655, 18.7676, 18.7397, 18.6480]]]",[],4,4,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 0, ""unit_eft_atk_frostwolf.peft"", ""unit_eft_atk_frostwolf_water.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.6], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.6], [6, 3, 1, 0.6], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.7], [10, 0, 1, 0.7]]"
1701,얼음 발톱,0,1,8,"[0, 4, 8]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.5]]","[[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",20]]",0,1,0,0,[],[],[],"[[0, 6, 2, 100, 2]]",0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 0, ""SE_MON_Elemental_Attack_01.ogg""], [""MELEE_DASH"", 400, ""SE_MON_Elemental_Attack_02.ogg""], [""MELEE_START"", 0, ""SE_MON_COM_Claw.ogg""]]",[],0,"[""unit_mdl_wolf.dat""]",[],0,1,110,95,100,100,2,0,"[3,1,3]",[],[],[],6,"[[3002, 1, 3]]","[[""DASH_1"", [0.0000, -0.1726, -0.5031, -0.6362, -0.2165, 5.6861, 16.1226, 18.0540, 18.4232, 18.6655, 18.7676, 18.7397, 18.6480]]]",[],4,4,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 0, ""unit_eft_atk_frostwolf.peft"", ""unit_eft_atk_frostwolf_fire.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.6], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.6], [6, 3, 1, 0.6], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.7], [10, 0, 1, 0.7]]"
1702,화염 발톱,0,1,8,"[0, 5, 8]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.5]]","[[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",20]]",0,1,0,0,[],[],[],"[[0, 6, 2, 100, 2]]",0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 0, ""SE_MON_Elemental_Attack_01.ogg""], [""MELEE_DASH"", 400, ""SE_MON_Elemental_Attack_02.ogg""], [""MELEE_START"", 0, ""SE_MON_COM_Claw.ogg""]]",[],0,"[""unit_mdl_wolf.dat""]",[],0,1,110,95,100,100,2,0,"[3,2,3]",[],[],[],6,"[[3003, 1, 3]]","[[""DASH_1"", [0.0000, -0.1726, -0.5031, -0.6362, -0.2165, 5.6861, 16.1226, 18.0540, 18.4232, 18.6655, 18.7676, 18.7397, 18.6480]]]",[],4,4,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 0, ""unit_eft_atk_frostwolf.peft"", ""unit_eft_atk_frostwolf_wind.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.6], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.6], [6, 3, 1, 0.6], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.7], [10, 0, 1, 0.7]]"
1703,번개 발톱,0,1,8,"[0, 6, 8]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.5]]","[[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",20]]",0,1,0,0,[],[],[],"[[0, 6, 2, 100, 2]]",0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 0, ""SE_MON_Elemental_Attack_01.ogg""], [""MELEE_DASH"", 400, ""SE_MON_Elemental_Attack_02.ogg""], [""MELEE_START"", 0, ""SE_MON_COM_Claw.ogg""]]",[],0,"[""unit_mdl_wolf.dat""]",[],0,1,110,95,100,100,2,0,"[3,3,3]",[],[],[],6,"[[3004, 1, 3]]","[[""DASH_1"", [0.0000, -0.1726, -0.5031, -0.6362, -0.2165, 5.6861, 16.1226, 18.0540, 18.4232, 18.6655, 18.7676, 18.7397, 18.6480]]]",[],4,4,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 0, ""unit_eft_atk_frostwolf.peft"", ""unit_eft_atk_frostwolf_light.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.6], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.6], [6, 3, 1, 0.6], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.7], [10, 0, 1, 0.7]]"
1704,신성 발톱,0,1,8,"[0, 7, 8]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.5]]","[[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",20]]",0,1,0,0,[],[],[],"[[0, 6, 2, 100, 2]]",0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 0, ""SE_MON_Elemental_Attack_01.ogg""], [""MELEE_DASH"", 400, ""SE_MON_Elemental_Attack_02.ogg""], [""MELEE_START"", 0, ""SE_MON_COM_Claw.ogg""]]",[],0,"[""unit_mdl_wolf.dat""]",[],0,1,110,95,100,100,2,0,"[3,4,3]",[],[],[],6,"[[3005, 1, 3]]","[[""DASH_1"", [0.0000, -0.1726, -0.5031, -0.6362, -0.2165, 5.6861, 16.1226, 18.0540, 18.4232, 18.6655, 18.7676, 18.7397, 18.6480]]]",[],4,4,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 0, ""unit_eft_atk_frostwolf.peft"", ""unit_eft_atk_frostwolf_dark.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.6], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.6], [6, 3, 1, 0.6], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.7], [10, 0, 1, 0.7]]"
1705,어둠 발톱,0,1,8,"[0, 8, 8]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 3.5]]","[[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",5],[""AT"",20]]",0,1,0,0,[],[],[],"[[0, 6, 2, 100, 2]]",0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 0, ""SE_MON_Elemental_Attack_01.ogg""], [""MELEE_DASH"", 400, ""SE_MON_Elemental_Attack_02.ogg""], [""MELEE_START"", 0, ""SE_MON_COM_Claw.ogg""]]",[],0,"[""unit_mdl_wolf_hr.dat""]",[],0,1,110,95,100,100,2,0,"[3,0,4]",[],[],[],6,"[[3001, 1, 3]]","[[""DASH_1"", [0.0000, -0.1726, -0.5031, -0.6362, -0.2165, 5.6861, 16.1226, 18.0540, 18.4232, 18.6655, 18.7676, 18.7433, 18.6440]]]",[],4,4,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 0, ""unit_eft_atk_frostwolf.peft"", ""unit_eft_atk_frostwolf_water.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.6], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.6], [6, 3, 1, 0.6], [7, 0, 1, 0.6], [8, 0, 1, 0.8], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1706,원소폭발,1,1,5,"[0, 9, 8]",4,3,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 4.1], [""+""], [""TARGET_TOT_HP"", ""*"", 0.10]]","[[""AT"",10],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],[],0,0,"[0, 0, 4, 4, 2, 1, 150]","[1.3, 1, 0, 1, ""eft_skill_elemental_explosion_water.peft"", ""eft_skill_elemental_explosion_water.png""]",[],[],0,[],"[[""RANGE_BOOM"", 0, ""SE_MON_Elemental_Ice_Skill_02.ogg""]]",[],0,"[""unit_mdl_wolf_hr.dat""]",[],0,1,110,95,100,100,2,0,"[3,1,4]",[],[],[],6,"[[3002, 1, 3]]","[[""DASH_1"", [0.0000, -0.1726, -0.5031, -0.6362, -0.2165, 5.6861, 16.1226, 18.0540, 18.4232, 18.6655, 18.7676, 18.7433, 18.6440]]]",[],4,4,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 0, ""unit_eft_atk_frostwolf.peft"", ""unit_eft_atk_frostwolf_fire.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.6], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.6], [6, 3, 1, 0.6], [7, 0, 1, 0.6], [8, 0, 1, 0.8], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1707,원소폭발,1,1,5,"[0, 0, 9]",4,3,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 4.1], [""+""], [""TARGET_TOT_HP"", ""*"", 0.10]]","[[""AT"",10],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],[],0,0,"[0, 0, 4, 4, 2, 1, 150]","[1.3, 1, 0, 1, ""eft_skill_elemental_explosion_fire.peft"", ""eft_skill_elemental_explosion_fire.png""]",[],[],0,[],"[[""RANGE_BOOM"", 0, ""SE_MON_Elemental_Fire_Skill_02.ogg""]]",[],0,"[""unit_mdl_wolf_hr.dat""]",[],0,1,110,95,100,100,2,0,"[3,2,4]",[],[],[],6,"[[3003, 1, 3]]","[[""DASH_1"", [0.0000, -0.1726, -0.5031, -0.6362, -0.2165, 5.6861, 16.1226, 18.0540, 18.4232, 18.6655, 18.7676, 18.7433, 18.6440]]]",[],4,4,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 0, ""unit_eft_atk_frostwolf.peft"", ""unit_eft_atk_frostwolf_wind.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.6], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.6], [6, 3, 1, 0.6], [7, 0, 1, 0.6], [8, 0, 1, 0.8], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1708,칼날 강화,0,1,2,"[0, 1, 9]",1,3,3,BUFF,BF,BF,"[[4,""BF""]]",[],"[[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 5, 1, 100, 3], [0, 12, 1, 100, 3]]",0,0,[],[],[],[],0,[],"[[""BUFF_START"", 0, ""SE_MON_Elemental_Wind_Skill_02.ogg""]]",[],0,"[""unit_mdl_wolf_hr.dat""]",[],0,1,110,95,100,100,2,0,"[3,3,4]",[],[],[],6,"[[3004, 1, 3]]","[[""DASH_1"", [0.0000, -0.1726, -0.5031, -0.6362, -0.2165, 5.6861, 16.1226, 18.0540, 18.4232, 18.6655, 18.7676, 18.7433, 18.6440]]]",[],4,4,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 0, ""unit_eft_atk_frostwolf.peft"", ""unit_eft_atk_frostwolf_light.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.6], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.6], [6, 3, 1, 0.6], [7, 0, 1, 0.6], [8, 0, 1, 0.8], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1709,원소폭발,1,1,5,"[0, 2, 9]",4,3,2,ATK_2,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 4.1], [""+""], [""TARGET_TOT_HP"", ""*"", 0.10]]","[[""AT"",10],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],[],0,0,"[0, 0, 4, 4, 2, 1, 150]","[1.3, 1, 0, 1, ""eft_skill_elemental_explosion_fire.peft"", ""eft_skill_elemental_explosion_light.png""]",[],[],0,[],"[[""RANGE_BOOM"", 0, ""SE_MON_Elemental_Ice_Skill_02.ogg""]]",[],0,"[""unit_mdl_wolf_hr.dat""]",[],0,1,110,95,100,100,2,0,"[3,4,4]",[],[],[],6,"[[3005, 1, 3]]","[[""DASH_1"", [0.0000, -0.1726, -0.5031, -0.6362, -0.2165, 5.6861, 16.1226, 18.0540, 18.4232, 18.6655, 18.7676, 18.7433, 18.6440]]]",[],4,4,"[0,0,0]","[[""ATK_1"", [1, 1, 0, 0, ""unit_eft_atk_frostwolf.peft"", ""unit_eft_atk_frostwolf_dark.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.6], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.6], [6, 3, 1, 0.6], [7, 0, 1, 0.6], [8, 0, 1, 0.8], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1710,칼날 강화,0,1,2,"[0, 3, 9]",1,3,3,BUFF,BF,BF,"[[4,""BF""]]",[],"[[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 5, 1, 100, 3], [0, 12, 1, 100, 3]]",0,0,[],[],[],[],0,[],"[[""BUFF_START"", 0, ""SE_MON_Elemental_Wind_Skill_02.ogg""]]",[],0,"[""unit_mdl_salamander.dat""]",[],0,1,100,100,100,100,2,-0.3,"[4,0,0]",[],[],[],6,"[[3001, 1, 3]]","[[""DASH_1"", [-0.706, -0.745, -0.557, -0.381, -0.316, -0.284, 0.637, 3.322, 6.006, 8.691, 11.375, 13.121, 13.953, 14.452]]]",[],3.5,3.5,"[0,0,0]","[[""DASH_1"", [1, 1, 0, 1, ""unit_eft_dsh_salamander.peft"", ""unit_eft_dsh_salamander.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.7], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.7], [6, 3, 1, 0.7], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1711,그림자 방어,0,1,3,"[0, 4, 9]",1,5,3,BUFF,BF,BF,"[[4,""BF""]]","[[""ATTACK_TOT_HP"", ""*"", 1.0]]","[[""TN"",1],[""TN"",1]]",0,1,0,0,[],[],[],"[[1, 14, 1, 100, 3]]",0,0,"[0, 0, 5, 5, 2, 0, 0]","[1, 1, 0, 1, ""eft_skill_shadow_defence.peft"", ""eft_skill_shadow_defence.png""]",[],[],0,[],"[[""BUFF_START"", 0, ""SE_MON_Elemental_Ice_Skill_03.ogg""]]",[],0,"[""unit_mdl_salamander.dat""]",[],0,1,100,100,100,100,2,-0.3,"[4,1,0]",[],[],[],6,"[[3002, 1, 3]]","[[""DASH_1"", [-0.706, -0.745, -0.557, -0.381, -0.316, -0.284, 0.637, 3.322, 6.006, 8.691, 11.375, 13.121, 13.953, 14.452]]]",[],3.5,3.5,"[0,0,0]","[[""DASH_1"", [1, 1, 0, 1, ""unit_eft_dsh_salamander.peft"", ""unit_eft_dsh_salamander.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.7], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.7], [6, 3, 1, 0.7], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1712,필살,0,0,1,"[0, 6, 9]",0,-1,4,NONE,NO,NO,"[[4,""NO""]]",[],[],0,1,2,0,[],[],[],[],0,0,[],[],[],[],0,[],[],[],0,"[""unit_mdl_salamander.dat""]",[],0,1,100,100,100,100,2,-0.3,"[4,2,0]",[],[],[],6,"[[3003, 1, 3]]","[[""DASH_1"", [-0.706, -0.745, -0.557, -0.381, -0.316, -0.284, 0.637, 3.322, 6.006, 8.691, 11.375, 13.121, 13.953, 14.452]]]",[],3.5,3.5,"[0,0,0]","[[""DASH_1"", [1, 1, 0, 1, ""unit_eft_dsh_salamander.peft"", ""unit_eft_dsh_salamander.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.7], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.7], [6, 3, 1, 0.7], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1713,암살,0,1,5,"[0, 7, 9]",4,4,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 5]]","[[""AT"",10],[""AT"",10],[""AT"",10],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 6, 1, 100, 3], [0, 6, 1, 100, 3]]",1,0,"[0, 0, 2, 2, 2, 1, 450]","[1, 1, 0, 0, ""eft_skill_assassin.peft"", ""eft_skill_assassin.png""]",[],[],0,[],"[[""MELEE_DASH"", 0, ""SE_MON_Elemental_Attack_01.ogg""], [""MELEE_DASH"", 400, ""SE_MON_Elemental_Attack_02.ogg""], [""MELEE_START"", 0, ""SE_MON_COM_Claw.ogg""], [""MELEE_START"", 800, ""SE_MON_Elemental_Wind_Skill_03.ogg""]]",[],0,"[""unit_mdl_salamander.dat""]",[],0,1,100,100,100,100,2,-0.3,"[4,3,0]",[],[],[],6,"[[3004, 1, 3]]","[[""DASH_1"", [-0.706, -0.745, -0.557, -0.381, -0.316, -0.284, 0.637, 3.322, 6.006, 8.691, 11.375, 13.121, 13.953, 14.452]]]",[],3.5,3.5,"[0,0,0]","[[""DASH_1"", [1, 1, 0, 1, ""unit_eft_dsh_salamander.peft"", ""unit_eft_dsh_salamander.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.7], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.7], [6, 3, 1, 0.7], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1714,원소저항,0,0,1,"[0, 8, 9]",0,-1,4,NONE,NO,NO,"[[4,""NO""]]",[],[],0,1,10,0,[],[],[],[],0,0,[],[],[],[],0,[],[],[],0,"[""unit_mdl_salamander.dat""]",[],0,1,100,100,100,100,2,-0.3,"[4,4,0]",[],[],[],6,"[[3005, 1, 3]]","[[""DASH_1"", [-0.706, -0.745, -0.557, -0.381, -0.316, -0.284, 0.637, 3.322, 6.006, 8.691, 11.375, 13.121, 13.953, 14.452]]]",[],3.5,3.5,"[0,0,0]","[[""DASH_1"", [1, 1, 0, 1, ""unit_eft_dsh_salamander.peft"", ""unit_eft_dsh_salamander.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.7], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.7], [6, 3, 1, 0.7], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1715,어둠의 권세,0,1,3,"[0, 1, 5]",1,6,3,BUFF,BF,BF,"[[4,""BF""]]",[],"[[""TN"",1],[""TN"",1]]",0,1,0,0,[],[],[],"[[0, 11, 1, 100, 3], [0, 22, 1, 100, 3]]",0,0,[],[],[],[],0,[],"[[""BUFF_START"", 1000, ""SE_MON_Harpy_Light_Skill_03.ogg""]]",[],0,"[""unit_mdl_salamander_hr.dat""]",[],0,1,100,100,100,100,2,-0.3,"[4,0,1]",[],"[[5, 3, [1, 1, 0, 1, ""unit_eft_dft_salamander_head.peft"", ""unit_eft_dft_salamander_water.png""]]]",[],6,"[[3001, 1, 3]]","[[""DASH_1"", [-0.706, -0.745, -0.557, -0.381, -0.316, -0.284, 0.637, 3.322, 6.006, 8.691, 11.375, 13.121, 13.953, 14.452]]]",[],3.5,3.5,"[0,0,0]","[[""DASH_1"", [1, 1, 0, 1, ""unit_eft_dsh_salamander.peft"", ""unit_eft_dsh_salamander.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.7], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.7], [6, 3, 1, 0.7], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1716,그림자 방어,0,1,3,"[0, 5, 9]",1,5,3,BUFF,BF,BF,"[[4,""BF""]]","[[""ATTACK_TOT_HP"", ""*"", 1.0]]","[[""TN"",1],[""TN"",1]]",0,1,0,0,[],[],[],"[[1, 14, 1, 100, 3], [0, 11, 1, 100, 3]]",0,0,"[0, 0, 5, 5, 2, 0, 0]","[1, 1, 0, 1, ""eft_skill_mad_dash.peft"", ""eft_skill_shadow_defence.png""]",[],[],0,[],"[[""BUFF_START"", 0, ""SE_MON_Elemental_Ice_Skill_03.ogg""]]",[],0,"[""unit_mdl_salamander_hr.dat""]",[],0,1,100,100,100,100,2,-0.3,"[4,1,1]",[],"[[5, 3, [1, 1, 0, 1, ""unit_eft_dft_salamander_head.peft"", ""unit_eft_dft_salamander_fire.png""]]]",[],6,"[[3002, 1, 3]]","[[""DASH_1"", [-0.706, -0.745, -0.557, -0.381, -0.316, -0.284, 0.637, 3.322, 6.006, 8.691, 11.375, 13.121, 13.953, 14.452]]]",[],3.5,3.5,"[0,0,0]","[[""DASH_1"", [1, 1, 0, 1, ""unit_eft_dsh_salamander.peft"", ""unit_eft_dsh_salamander.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.7], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.7], [6, 3, 1, 0.7], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1801,후려치기,0,1,7,"[0, 9, 9]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.7], [""+""], [""ATTACK_TOT_HP"", ""*"", 0.15]]","[[""AT"",5],[""DR"",5],[""AT"",5],[""DR"",10],[""AT"",10],[""DR"",20]]",0,1,0,0,[],[],"[[2, 0, 50, -25]]",[],0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 0, ""SE_MON_WeBear_Attack_01.ogg""], [""MELEE_DASH"", 900, ""SE_MON_WeBear_Attack_02.ogg""], [""MELEE_DASH"", 1500, ""SE_MON_WeBear_Attack_02.ogg""]]",[],0,"[""unit_mdl_salamander_hr.dat""]",[],0,1,100,100,100,100,2,-0.3,"[4,2,1]",[],"[[5, 3, [1, 1, 0, 1, ""unit_eft_dft_salamander_head.peft"", ""unit_eft_dft_salamander_wind.png""]]]",[],6,"[[3003, 1, 3]]","[[""DASH_1"", [-0.706, -0.745, -0.557, -0.381, -0.316, -0.284, 0.637, 3.322, 6.006, 8.691, 11.375, 13.121, 13.953, 14.452]]]",[],3.5,3.5,"[0,0,0]","[[""DASH_1"", [1, 1, 0, 1, ""unit_eft_dsh_salamander.peft"", ""unit_eft_dsh_salamander.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.7], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.7], [6, 3, 1, 0.7], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
1802,후려치기,0,1,7,"[1, 0, 0]",4,-1,1,ATK_1,DM,DM,"[[4,""DM""]]","[[""ATK"", ""*"", 1.7], [""+""], [""ATTACK_TOT_HP"", ""*"", 0.15]]","[[""AT"",5],[""DR"",5],[""AT"",5],[""DR"",10],[""AT"",10],[""DR"",20]]",0,1,0,0,[],[],"[[2, 0, 50, -25]]",[],0,0,[],[],[],[],0,[],"[[""MELEE_DASH"", 0, ""SE_MON_WeBear_Attack_01.ogg""], [""MELEE_DASH"", 900, ""SE_MON_WeBear_Attack_02.ogg""], [""MELEE_DASH"", 1500, ""SE_MON_WeBear_Attack_02.ogg""]]",[],0,"[""unit_mdl_salamander_hr.dat""]",[],0,1,100,100,100,100,2,-0.3,"[4,3,1]",[],"[[5, 3, [1, 1, 0, 1, ""unit_eft_dft_salamander_head.peft"", ""unit_eft_dft_salamander_light.png""]]]",[],6,"[[3004, 1, 3]]","[[""DASH_1"", [-0.706, -0.745, -0.557, -0.381, -0.316, -0.284, 0.637, 3.322, 6.006, 8.691, 11.375, 13.121, 13.953, 14.452]]]",[],3.5,3.5,"[0,0,0]","[[""DASH_1"", [1, 1, 0, 1, ""unit_eft_dsh_salamander.peft"", ""unit_eft_dsh_salamander.png""]]]",1,"[[1, 0, 1, 0.5], [2, 0, 1, 0.7], [3, 3, 1, 0.6], [4, 0, 1, 0.5], [5, 0, 1, 0.7], [6, 3, 1, 0.7], [7, 0, 1, 0.5], [8, 0, 1, 0.7], [9, 0, 1, 0.8], [10, 0, 1, 0.8]]"
